run,subrun,filename,strict_status,channel,is_target_channel,nPulses_mean,nPulses_std,nPulses_median,occupancy,frac_dead,reference_nPulses_median_mean,reference_nPulses_median_raw_std,reference_nPulses_median_std_used,z_nPulses_median,abs_z_over_8,abs_z_over_15
2088,396,Digitizer_run2088_subrun396.csv,ALERT,36,False,1.6290322580645162,0.8913771067754332,1.0,0.06224899598393574,0.0,1.0050668233220736,0.06916746233808184,0.06916746233808184,-0.07325443424984496,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,37,False,1.4326923076923077,0.9323154501460493,1.0,0.10441767068273092,0.0,1.0000734322220561,0.006058937096412474,0.006058937096412474,-0.012119654138613722,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,38,False,1.4594594594594594,0.686248271483996,1.0,0.07429718875502007,0.0,1.0002937720329026,0.014840576898137581,0.014840576898137581,-0.019795189561630986,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,39,False,1.3209876543209877,0.6088341419021103,1.0,0.08132530120481928,0.0,1.0003672150411222,0.024982608411279122,0.024982608411279122,-0.014698827083102287,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,40,False,1.558139534883721,0.7653920744856801,1.0,0.04317269076305221,0.0,1.006022326674499,0.07297308532531452,0.07297308532531452,-0.08252805329048929,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,41,False,1.509433962264151,1.049223916657413,1.0,0.05321285140562249,0.0,1.0002937720329006,0.02423752800509203,0.02423752800509203,-0.012120544340944277,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,42,False,1.3181818181818181,0.703773973405264,1.0,0.08835341365461848,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,43,False,1.3137254901960784,0.5827588207288286,1.0,0.05120481927710843,0.0,1.0022036139268429,0.04364565066826379,0.04364565066826379,-0.05048874041520922,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,44,False,1.5454545454545454,1.05512402744261,1.0,0.06626506024096386,0.0,1.0539726832133942,0.2197860877146835,0.2197860877146835,-0.24556915214514916,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,45,False,1.6031746031746033,1.1149957694073154,1.0,0.06325301204819277,0.0,1.0055074166544273,0.07122645431928899,0.07122645431928899,-0.07732262832765856,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,46,False,1.55,0.9264058765472432,1.0,0.08032128514056225,0.0,1.0010282021151597,0.035319597113300544,0.035319597113300544,-0.02911137722951408,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,47,False,1.452054794520548,0.7079135205033278,1.0,0.07329317269076305,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,48,False,1.5968992248062015,0.8417082856036713,1.0,0.25903614457831325,0.0,1.0023498311058938,0.04917053611383658,0.04917053611383658,-0.0477894139785996,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,49,False,1.481848184818482,0.7924523196146177,1.0,0.3042168674698795,0.0,1.0006608899985303,0.04884782944337074,0.04884782944337074,-0.013529567353580803,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,50,False,1.22,0.5427204202399746,1.0,0.10040160642570281,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,51,False,1.2391304347826086,0.5619738607466064,1.0,0.09236947791164658,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,52,False,1.2890625,0.6890863944783108,1.0,0.1285140562248996,0.0,1.0001468644441178,0.012117874192824951,0.012117874192824951,-0.012119654139071812,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,53,False,1.1774193548387097,0.46061795002204076,1.0,0.12449799196787148,0.0,1.0000734322220561,0.006058937096412474,0.006058937096412474,-0.012119654138613722,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,54,False,1.2461538461538462,0.5979491884448349,1.0,0.13052208835341367,0.0,1.0001468644441185,0.012117874192824955,0.012117874192824955,-0.012119654139126778,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,55,False,2.2244897959183674,2.050044832010102,1.0,0.14759036144578314,0.0,1.000440593332354,0.020985690597874588,0.020985690597874588,-0.02099494082880142,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,56,False,2.586206896551724,2.161415315259626,2.0,0.1746987951807229,0.0,1.261345278308119,0.43529583164131974,0.43529583164131974,1.696902814131532,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,57,False,1.2540983606557377,0.6240559867053155,1.0,0.12248995983935743,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,58,False,1.2764227642276422,0.6180457435472609,1.0,0.12349397590361445,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,59,False,1.3362068965517242,0.7094880642712239,1.0,0.11646586345381527,0.0,1.000146886016451,0.012118764002546011,0.012118764002546011,-0.012120544341008408,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,60,False,1.4017094017094016,0.7078358111273364,1.0,0.11746987951807229,0.0,1.0001468644441178,0.012117874192824951,0.012117874192824951,-0.012119654139071812,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,61,False,1.3388429752066116,0.6265476705495556,1.0,0.1214859437751004,0.0,1.0001468644441178,0.012117874192824951,0.012117874192824951,-0.012119654139071812,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,62,False,1.1825396825396826,0.46304718810581114,1.0,0.12650602409638553,0.0,1.0,0.0,1e-06,0.0,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,63,False,1.404040404040404,0.9467365204570816,1.0,0.09939759036144578,0.0,1.0001468644441178,0.012117874192824951,0.012117874192824951,-0.012119654139071812,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,64,False,1.3823529411764706,0.9216160339761872,1.0,0.03413654618473896,0.0,1.0013219741480597,0.0342540583867332,0.0342540583867332,-0.038593212317629716,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,65,False,1.5405405405405406,1.0163823262104832,1.0,0.03714859437751004,0.0,1.006462984723852,0.0758961624740207,0.0758961624740207,-0.08515561937751816,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,66,False,1.5813953488372092,1.028928201936246,1.0,0.04317269076305221,0.0,1.0025705052878953,0.04725890660442968,0.04725890660442968,-0.054391975451550646,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,67,False,1.3272727272727274,0.6953428532038591,1.0,0.055220883534136546,0.0,1.000146886016451,0.012118764002546011,0.012118764002546011,-0.012120544341008408,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,68,False,1.9622641509433962,1.1259570997248962,2.0,0.05321285140562249,0.0,1.285472972972969,0.4413174108763788,0.4413174108763788,1.6190773566084915,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,69,True,1.9387755102040816,1.2975644374703537,2.0,0.04919678714859438,0.0,1.0,0.0,1e-06,1000000.0,True,True
2088,396,Digitizer_run2088_subrun396.csv,ALERT,70,False,1.65,1.2732581987475933,1.0,0.060240963855421686,0.0,1.0075635188720775,0.08383914724619386,0.08383914724619386,-0.09021464459636286,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,71,False,1.8565737051792828,1.259899445807409,1.0,0.2520080321285141,0.0,1.0735790865031518,0.25854095330422205,0.25854095330422205,-0.28459354528863434,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,72,False,3.8222222222222224,2.196260122371106,4.0,0.45180722891566266,0.0,2.6573652518725215,0.5491863877086711,0.5491863877086711,2.4447706246494056,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,73,False,1.4375,0.8205049338405547,1.0,0.1285140562248996,0.0,1.0005140255544125,0.02184136490957389,0.02184136490957389,-0.02353449779995996,False,False
2088,396,Digitizer_run2088_subrun396.csv,ALERT,74,False,1.5441176470588236,0.8540303662924434,1.0,0.06827309236947791,0.0,1.0270230577177217,0.1556814370811686,0.1556814370811686,-0.1735791898145991,False,False
