event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_238,80,3,-1,1,2,1.13005,1.1186,1,-17.9562,-17.9562,436,436,92.49,92.49,7.88037e+09,0
evt_239,20,0,-1,3,3,-1248.4,4.05572,4,-1250.35,-20.8148,62464,235,337.49,84.99,7.88713e+09,0
evt_239,21,0,-1,3,3,-1249.12,0.512046,2,-1250.2,-73.044,64652,1847,304.99,154.99,7.88713e+09,0
evt_239,36,1,-1,3,2,1.19621,0.811862,2,-596.965,-99.9302,27315,1128,327.49,39.99,7.88713e+09,0
evt_239,37,1,-1,3,2,7.06564,1.09322,1,-352.619,-352.619,17170,17170,302.49,302.49,7.88713e+09,0
evt_239,38,1,-1,4,2,1.65134,0.758396,1,-151.89,-151.89,5661,5661,232.49,232.49,7.88713e+09,0
evt_239,39,1,-1,4,2,0.111336,0.88997,1,-102.556,-102.556,3848,3848,209.99,209.99,7.88713e+09,0
evt_239,42,1,-1,2,3,-79.5468,38.2938,2,-129.516,-82.7352,6008,3928,312.49,184.99,7.88713e+09,0
evt_239,43,1,-1,2,3,-70.9312,15.4804,1,-78.2299,-78.2299,1768,1768,147.49,147.49,7.88713e+09,0
evt_239,58,2,-1,2,2,0.915187,0.704289,1,-36.159,-36.159,326,326,77.49,77.49,7.88713e+09,0
evt_239,59,2,-1,2,2,-1.61583,0.669166,1,-36.1293,-36.1293,322,322,74.99,74.99,7.88713e+09,0
evt_239,88,3,-1,1,3,1.50773,1.53049,3,-1149.46,-18.3767,54497,326,374.99,79.99,1.49602e+14,1.10382e+12
evt_239,89,3,-1,1,3,0.0302035,1.08752,2,-1207.87,-64.8852,70534,2136,402.49,172.49,1.49602e+14,0
evt_240,30,1,-1,4,1,2.99853,2.12746,1,-377.401,-377.401,19240,19240,307.49,307.49,7.93585e+09,0
